cause_of_death,year_of_death,county_of_residence,deaths,population,crude_rate,age_adjusted_rate,variance
Stroke,2022,Cheyenne,,1727,,,
Stroke,2022,Clear Creek,4,9355,42.75788349,37.53448893,425.0875408
Stroke,2022,Conejos,,7571,,,
Stroke,2022,Costilla,3,3614,83.01051467,40.60985725,543.3816436
Stroke,2022,Crowley,,5610,,,
Stroke,2022,Custer,,5337,,,
Stroke,2022,Delta,23,31571,72.85166767,41.15831601,85.74414194
Stroke,2022,Denver,206,713255,28.88167626,31.60755584,4.896241105
Stroke,2022,Dolores,,2205,,,
Stroke,2022,Douglas,89,375958,23.67285707,28.18286566,9.178961046
Stroke,2022,Eagle,6,55244,10.86090797,18.46115206,62.81485216
Stroke,2022,Elbert,10,27820,35.94536305,31.85137652,115.6430254
Stroke,2022,El Paso,272,740539,36.73000342,37.68602676,5.285312466
Stroke,2022,Fremont,24,49576,48.41052122,27.20921374,31.0710403
Stroke,2022,Garfield,14,62282,22.47840468,25.52192467,47.50364306
Stroke,2022,Gilpin,,5897,,,
Stroke,2022,Grand,,15746,,,
Stroke,2022,Gunnison,6,17312,34.65804067,44.13760415,331.0595006
Stroke,2022,Hinsdale,,779,,,
Stroke,2022,Huerfano,3,7100,42.25352113,19.39455402,124.6269634
Stroke,2022,Jackson,,1313,,,
Stroke,2022,Jefferson,261,576079,45.30628612,35.65617486,4.930531966
Stroke,2022,Kiowa,,1428,,,
Stroke,2022,Kit Carson,5,7000,71.42857143,51.32762246,616.6690962
Stroke,2022,Lake,,7345,,,
Stroke,2022,La Plata,24,56550,42.4403183,34.51619493,53.65674537
Stroke,2022,Larimer,151,367702,41.06586312,34.62654879,8.019676563
Stroke,2022,Las Animas,8,14298,55.95188138,33.20432019,162.8307734
Stroke,2022,Lincoln,,5518,,,
Stroke,2022,Logan,8,20799,38.46338766,26.30282146,87.63736107
Stroke,2022,Mesa,107,158511,67.50320167,42.96140535,17.49360129
Stroke,2022,Mineral,,925,,,
Stroke,2022,Moffat,4,13164,30.38590094,27.73901468,191.8958047
Stroke,2022,Montezuma,9,26474,33.99561834,18.88293447,40.73891487
Stroke,2022,Montrose,25,43801,57.07632246,29.00234829,33.65553974
Stroke,2022,Morgan,17,29281,58.05812643,46.0673119,126.4916314
Stroke,2022,Otero,12,18271,65.67785015,41.43673105,143.7591662
Stroke,2022,Ouray,,5090,,,
Stroke,2022,Park,7,17902,39.10177634,32.30001815,197.117661
Stroke,2022,Phillips,,4434,,,
Stroke,2022,Pitkin,,16842,,,
Stroke,2022,Prowers,4,11855,33.74103754,25.51992433,162.765908
Stroke,2022,Pueblo,66,169350,38.97254207,27.70495601,12.29444361
Stroke,2022,Rio Blanco,,6551,,,
Stroke,2022,Rio Grande,5,11328,44.13841808,26.61252895,144.7727787
Stroke,2022,Routt,5,25087,19.93064137,23.11934253,111.93355
Stroke,2022,Saguache,3,6621,45.31037608,28.15912734,289.7079983
Stroke,2022,San Juan,,801,,,
Stroke,2022,San Miguel,,7994,,,
Stroke,2022,Sedgwick,,2296,,,
Stroke,2022,Summit,3,30629,9.794639068,19.87913799,181.5335337
Stroke,2022,Teller,12,24849,48.29168176,36.87567955,134.2955855
Stroke,2022,Washington,,4837,,,
Stroke,2022,Weld,90,350175,25.701435,29.99620488,10.27687553
Stroke,2022,Yuma,3,9917,30.251084,27.06353031,263.5467102
Stroke,2022,Unknown,,,,,
Stroke,2023,Colorado,2211,5876300,37.62571686,34.16258433,0.53392087
Stroke,2023,Adams,153,533580,28.67423817,34.72470275,8.112277727
Stroke,2023,Alamosa,8,16648,48.05382028,38.27010203,186.361535
Stroke,2023,Arapahoe,216,655760,32.93888008,31.2418754,4.584466929
Stroke,2023,Archuleta,3,14178,21.15954295,12.62118983,54.75753395
Stroke,2023,Baca,7,3374,207.4688797,82.91160334,1011.113912
Stroke,2023,Bent,3,5686,52.76116778,32.0490598,335.3050541
Stroke,2023,Boulder,137,326663,41.93924626,36.88592273,9.987374769
Stroke,2023,Broomfield,25,76853,32.5296345,29.45019694,34.68305132
Stroke,2023,Chaffee,13,20598,63.11292359,36.52738192,101.2917068
Stroke,2023,Cheyenne,,1719,,,
Stroke,2023,Clear Creek,,9153,,,
Stroke,2023,Conejos,6,7497,80.03201281,49.88490143,420.2879913
Stroke,2023,Costilla,3,3636,82.50825083,42.18650961,593.7192715
Stroke,2023,Crowley,,5638,,,
Stroke,2023,Custer,,5546,,,
Stroke,2023,Delta,24,31778,75.52394739,36.039992,54.41260509
Stroke,2023,Denver,215,715636,30.04320632,32.27983133,4.871480745
Stroke,2023,Dolores,,2270,,,
Stroke,2023,Douglas,104,383911,27.08961192,31.4136214,9.704982935
Stroke,2023,Eagle,5,54411,9.189318336,14.9195248,47.39123819
Stroke,2023,Elbert,8,28795,27.78260115,27.89779957,109.4530611
Stroke,2023,El Paso,305,744153,40.98619504,40.98932477,5.569545321
Stroke,2023,Fremont,34,50359,67.51524057,37.81443486,42.43270188
Stroke,2023,Garfield,15,62722,23.91505373,24.02139722,40.15028622
Stroke,2023,Gilpin,,5925,,,
Stroke,2023,Grand,5,15971,31.30674347,27.53560912,171.9221464
Stroke,2023,Gunnison,,17321,,,
Stroke,2023,Hinsdale,,772,,,
Stroke,2023,Huerfano,5,7063,70.79144839,31.0077514,191.3047929
Stroke,2023,Jackson,,1311,,,
Stroke,2023,Jefferson,228,576381,39.55716792,29.8980596,3.95082543
Stroke,2023,Kiowa,4,1376,290.6976744,159.5126331,6451.080811
Stroke,2023,Kit Carson,3,7007,42.81432853,24.12888205,196.0414861
Stroke,2023,Lake,,7376,,,
Stroke,2023,La Plata,19,56453,33.65631587,25.21720164,36.10939565
Stroke,2023,Larimer,153,370639,41.28005957,34.27725067,7.731169429
Stroke,2023,Las Animas,3,14373,20.87246921,10.95733437,40.94675298
Stroke,2023,Lincoln,4,5500,72.72727273,53.24270904,793.8710167
Stroke,2023,Logan,6,20607,29.1163197,21.86488125,84.54143506
Stroke,2023,Mesa,128,159637,80.18191271,50.02962775,20.06373864
Stroke,2023,Mineral,,935,,,
Stroke,2023,Moffat,6,13317,45.05519261,37.78818563,250.769616
Stroke,2023,Montezuma,11,26563,41.41098521,23.39678262,50.47110523
Stroke,2023,Montrose,32,44167,72.45228338,37.02752898,46.19806828
Stroke,2023,Morgan,17,29559,57.51209446,46.78735536,135.0253395
Stroke,2023,Otero,17,18115,93.84487993,60.44146881,228.1718504
Stroke,2023,Ouray,3,5160,58.13953488,41.55854773,560.276495
Stroke,2023,Park,7,18101,38.67189658,31.1491645,151.1695851
Stroke,2023,Phillips,,4465,,,
Stroke,2023,Pitkin,,16642,,,
Stroke,2023,Prowers,,11745,,,
Stroke,2023,Pueblo,93,169427,54.89089696,37.7656731,16.1968008
Stroke,2023,Rio Blanco,,6576,,,
Stroke,2023,Rio Grande,3,11210,26.7618198,18.66033103,114.6726893
Stroke,2023,Routt,7,25064,27.92850303,28.26645356,123.4057511
Stroke,2023,Saguache,,6681,,,
Stroke,2023,San Juan,,803,,,
Stroke,2023,San Miguel,,7855,,,
Stroke,2023,Sedgwick,,2313,,,
Stroke,2023,Summit,5,30441,16.42521599,31.68011775,286.2207298
Stroke,2023,Teller,16,24631,64.95879177,47.88540084,155.5300498
Stroke,2023,Washington,,4843,,,
Stroke,2023,Weld,121,359530,33.65504965,39.36758665,13.06162731
Stroke,2023,Yuma,8,9881,80.96346524,57.76820241,415.9124168
Stroke,2023,Unknown,,,,,
Diabetes,1980,Colorado,3,2907630.05,0.103176812,0.123073753,0.005477185
Diabetes,1980,Adams,,247406.8,,,
Diabetes,1980,Alamosa,,11921.46,,,
Diabetes,1980,Arapahoe,,297787.52,,,
Diabetes,1980,Archuleta,,3779.08,,,
Diabetes,1980,Baca,,5452.13,,,
Diabetes,1980,Bent,,5989.7,,,
Diabetes,1980,Boulder,,190728.21,,,
Diabetes,1980,Broomfield,,,,,
Diabetes,1980,Chaffee,,13339.31,,,
Diabetes,1980,Cheyenne,,2211.44,,,
Diabetes,1980,Clear Creek,,7394.67,,,
Diabetes,1980,Conejos,,7821.28,,,
Diabetes,1980,Costilla,,3114.9,,,
Diabetes,1980,Crowley,,3028.33,,,
Diabetes,1980,Custer,,1580.55,,,
Diabetes,1980,Delta,,21521.27,,,
Diabetes,1980,Denver,,493399.29,,,
Diabetes,1980,Dolores,,1708.76,,,
Diabetes,1980,Douglas,,25670.89,,,
Diabetes,1980,Eagle,,13455.9,,,
Diabetes,1980,Elbert,,6949.88,,,
Diabetes,1980,El Paso,,312019.36,,,
Diabetes,1980,Fremont,,28890.47,,,
Diabetes,1980,Garfield,,23044.72,,,
Diabetes,1980,Gilpin,,2522.5,,,
Diabetes,1980,Grand,,7577.8,,,
Diabetes,1980,Gunnison,,10730.48,,,
Diabetes,1980,Hinsdale,,463.92,,,
Diabetes,1980,Huerfano,,6462.66,,,
Diabetes,1980,Jackson,,1941.72,,,
Diabetes,1980,Jefferson,,374729.65,,,
Diabetes,1980,Kiowa,,1995.77,,,
Diabetes,1980,Kit Carson,,7627.3,,,
Diabetes,1980,Lake,,8906.23,,,
Diabetes,1980,La Plata,,27246.7,,,
Diabetes,1980,Larimer,,150151.25,,,
Diabetes,1980,Las Animas,,14987.65,,,
Diabetes,1980,Lincoln,,4677.48,,,
Diabetes,1980,Logan,,19841.5,,,
Diabetes,1980,Mesa,,82684.09,,,
Diabetes,1980,Mineral,,870.82,,,
Diabetes,1980,Moffat,,13284.92,,,
Diabetes,1980,Montezuma,,16772.51,,,
Diabetes,1980,Montrose,,24533.29,,,
Diabetes,1980,Morgan,,22542.93,,,
Diabetes,1980,Otero,,22603.7,,,
Diabetes,1980,Ouray,,1996.69,,,
Diabetes,1980,Park,,5506.93,,,
Diabetes,1980,Phillips,,4578.06,,,
Diabetes,1980,Pitkin,,10300.71,,,
Diabetes,1980,Prowers,,13119.92,,,
Diabetes,1980,Pueblo,,125782.41,,,
Diabetes,1980,Rio Blanco,,6426.7,,,
Diabetes,1980,Rio Grande,,10625.53,,,
Diabetes,1980,Routt,,13463.33,,,
Diabetes,1980,Saguache,,4014.7,,,
Diabetes,1980,San Juan,,907.65,,,
Diabetes,1980,San Miguel,,3232.73,,,
Diabetes,1980,Sedgwick,,3301.67,,,
Diabetes,1980,Summit,,8971.76,,,
Diabetes,1980,Teller,,8199.68,,,
Diabetes,1980,Washington,,5332.07,,,
Diabetes,1980,Weld,,123601.26,,,
Diabetes,1980,Yuma,,9741.68,,,
Diabetes,1980,Unknown,,,,,
Diabetes,1981,Colorado,,2980382.46,,,
Diabetes,1981,Adams,,253076.85,,,
Diabetes,1981,Alamosa,,12229.52,,,
Diabetes,1981,Arapahoe,,315589.34,,,
Diabetes,1981,Archuleta,,4057.5,,,
Diabetes,1981,Baca,,5402.54,,,
Diabetes,1981,Bent,,5986.59,,,
Diabetes,1981,Boulder,,194960.03,,,
Diabetes,1981,Broomfield,,,,,
Diabetes,1981,Chaffee,,13606.54,,,
Diabetes,1981,Cheyenne,,2257.01,,,
Diabetes,1981,Clear Creek,,7559.47,,,
Diabetes,1981,Conejos,,7748.54,,,
Diabetes,1981,Costilla,,3107.75,,,
Diabetes,1981,Crowley,,3007.47,,,
Diabetes,1981,Custer,,1608.51,,,
Diabetes,1981,Delta,,22524.57,,,
Diabetes,1981,Denver,,496036.23,,,
Diabetes,1981,Dolores,,1726.67,,,
Diabetes,1981,Douglas,,27560.6,,,
Diabetes,1981,Eagle,,13817.52,,,
Diabetes,1981,Elbert,,7167.53,,,
Diabetes,1981,El Paso,,322220.95,,,
Diabetes,1981,Fremont,,29566.63,,,
Diabetes,1981,Garfield,,24985.56,,,
Diabetes,1981,Gilpin,,2665.67,,,
Diabetes,1981,Grand,,7796.68,,,
Diabetes,1981,Gunnison,,10714.52,,,
Diabetes,1981,Hinsdale,,501.31,,,
Diabetes,1981,Huerfano,,6371.5,,,
Diabetes,1981,Jackson,,2068.85,,,
Diabetes,1981,Jefferson,,386456.36,,,
Diabetes,1981,Kiowa,,2043.21,,,
Diabetes,1981,Kit Carson,,7558.48,,,
Diabetes,1981,Lake,,9026.25,,,
Diabetes,1981,La Plata,,28576.54,,,
Diabetes,1981,Larimer,,153838.87,,,
Diabetes,1981,Las Animas,,15168.54,,,
Diabetes,1981,Lincoln,,4553.47,,,
Diabetes,1981,Logan,,19825.56,,,
Diabetes,1981,Mesa,,87118.71,,,
Diabetes,1981,Mineral,,955.9,,,
Diabetes,1981,Moffat,,13710.52,,,
Diabetes,1981,Montezuma,,17640.52,,,
Diabetes,1981,Montrose,,25076.56,,,
Diabetes,1981,Morgan,,22480.56,,,
Diabetes,1981,Otero,,22568.6,,,
Diabetes,1981,Ouray,,2101.51,,,
Diabetes,1981,Park,,6020.5,,,
Diabetes,1981,Phillips,,4540.55,,,
Diabetes,1981,Pitkin,,9969.54,,,
Diabetes,1981,Prowers,,13137.55,,,
Diabetes,1981,Pueblo,,124842.72,,,
Diabetes,1981,Rio Blanco,,6931.49,,,
Diabetes,1981,Rio Grande,,10901.5,,,
Diabetes,1981,Routt,,13518.52,,,
Diabetes,1981,Saguache,,4151.47,,,
Diabetes,1981,San Juan,,1021.84,,,
Diabetes,1981,San Miguel,,3213.53,,,
Diabetes,1981,Sedgwick,,3262.51,,,
Diabetes,1981,Summit,,9280.63,,,
Diabetes,1981,Teller,,8680.5,,,
Diabetes,1981,Washington,,5262.48,,,
Diabetes,1981,Weld,,124072.77,,,
Diabetes,1981,Yuma,,9798.55,,,
Diabetes,1981,Unknown,,,,,
Diabetes,1982,Colorado,6,3064909.78,0.195764327,0.209592974,0.007736042
Diabetes,1982,Adams,,260181.83,,,
Diabetes,1982,Alamosa,,12303.55,,,
Diabetes,1982,Arapahoe,,334955.38,,,
Diabetes,1982,Archuleta,,4241.53,,,
Diabetes,1982,Baca,,5375.51,,,
Diabetes,1982,Bent,,5812.49,,,
Diabetes,1982,Boulder,,200222.92,,,
Diabetes,1982,Broomfield,,,,,
Diabetes,1982,Chaffee,,13462.51,,,
Diabetes,1982,Cheyenne,,2287.73,,,
Diabetes,1982,Clear Creek,,7466.55,,,
Diabetes,1982,Conejos,,7758.51,,,
Diabetes,1982,Costilla,,3170.7,,,
Diabetes,1982,Crowley,,2954.5,,,
Diabetes,1982,Custer,,1666.53,,,
Diabetes,1982,Delta,,23478.53,,,
Diabetes,1982,Denver,,498423.19,,,
Diabetes,1982,Dolores,,1728.56,,,
Diabetes,1982,Douglas,,29972.55,,,
Diabetes,1982,Eagle,,15423.49,,,
Diabetes,1982,Elbert,,7545.47,,,
Diabetes,1982,El Paso,,331784.81,,,
Diabetes,1982,Fremont,,30388.54,,,
Diabetes,1982,Garfield,,29074.52,,,
Diabetes,1982,Gilpin,,2821.66,,,
Diabetes,1982,Grand,,8161.5,,,
Diabetes,1982,Gunnison,,10664.5,,,
Diabetes,1982,Hinsdale,,524.17,,,
Diabetes,1982,Huerfano,,6568.54,,,
Diabetes,1982,Jackson,,2103.64,,,
Diabetes,1982,Jefferson,,398741.24,,,
Diabetes,1982,Kiowa,,1975.06,,,
Diabetes,1982,Kit Carson,,7615.53,,,
Diabetes,1982,Lake,,8472.63,,,
Diabetes,1982,La Plata,,29774.54,,,
Diabetes,1982,Larimer,,158764.82,,,
Diabetes,1982,Las Animas,,15205.53,,,
Diabetes,1982,Lincoln,,4540.5,,,
Diabetes,1982,Logan,,19694.54,,,
Diabetes,1982,Mesa,,93876.71,,,
Diabetes,1982,Mineral,,910.02,,,
Diabetes,1982,Moffat,,14932.53,,,
Diabetes,1982,Montezuma,,18595.56,,,
Diabetes,1982,Montrose,,25290.56,,,
Diabetes,1982,Morgan,,22745.57,,,
Diabetes,1982,Otero,,22400.56,,,
Diabetes,1982,Ouray,,2155.54,,,
Diabetes,1982,Park,,6444.45,,,
Diabetes,1982,Phillips,,4606.53,,,
Diabetes,1982,Pitkin,,10081.49,,,
Diabetes,1982,Prowers,,13408.51,,,
Diabetes,1982,Pueblo,,123801.69,,,
Diabetes,1982,Rio Blanco,,7317.45,,,
Diabetes,1982,Rio Grande,,11137.55,,,
Diabetes,1982,Routt,,13803.52,,,
Diabetes,1982,Saguache,,4246.53,,,
Diabetes,1982,San Juan,,1192.83,,,
Diabetes,1982,San Miguel,,3044.51,,,
Diabetes,1982,Sedgwick,,3246.49,,,
Diabetes,1982,Summit,,10063.75,,,
Diabetes,1982,Teller,,9359.56,,,
Diabetes,1982,Washington,,5437.48,,,
Diabetes,1982,Weld,,124403.69,,,
Diabetes,1982,Yuma,,9944.58,,,
Diabetes,1982,Unknown,,,,,
Diabetes,1983,Colorado,4,3137554.47,0.127487827,0.139928501,0.005277694
Diabetes,1983,Adams,,267291.33,,,
Diabetes,1983,Alamosa,,12688.49,,,
Diabetes,1983,Arapahoe,,349509.46,,,
Diabetes,1983,Archuleta,,5034.46,,,
Diabetes,1983,Baca,,5321.51,,,
Diabetes,1983,Bent,,6017.54,,,
Diabetes,1983,Boulder,,204652.01,,,
Diabetes,1983,Broomfield,,,,,
Diabetes,1983,Chaffee,,13256.54,,,
Diabetes,1983,Cheyenne,,2273.5,,,
Diabetes,1983,Clear Creek,,7768.47,,,
Diabetes,1983,Conejos,,7946.55,,,
Diabetes,1983,Costilla,,3321.62,,,
Diabetes,1983,Crowley,,3077.52,,,
Diabetes,1983,Custer,,1812.51,,,
Diabetes,1983,Delta,,23672.53,,,
Diabetes,1983,Denver,,503319.4,,,
Diabetes,1983,Dolores,,1835.41,,,
Diabetes,1983,Douglas,,33169.58,,,
Diabetes,1983,Eagle,,16004.61,,,
Diabetes,1983,Elbert,,8042.5,,,
Diabetes,1983,El Paso,,341767.91,,,
Diabetes,1983,Fremont,,31411.58,,,
Diabetes,1983,Garfield,,28970.62,,,
Diabetes,1983,Gilpin,,3069.64,,,
Diabetes,1983,Grand,,8163.31,,,
Diabetes,1983,Gunnison,,10420.47,,,
Diabetes,1983,Hinsdale,,604.94,,,
Diabetes,1983,Huerfano,,6786.49,,,
Diabetes,1983,Jackson,,1864.49,,,
Diabetes,1983,Jefferson,,406209.21,,,
Diabetes,1983,Kiowa,,1972.75,,,
Diabetes,1983,Kit Carson,,7810.53,,,
Diabetes,1983,Lake,,7704.48,,,
Diabetes,1983,La Plata,,30890.55,,,
Diabetes,1983,Larimer,,162849.95,,,
Diabetes,1983,Las Animas,,15180.53,,,
Diabetes,1983,Lincoln,,4603.5,,,
Diabetes,1983,Logan,,19832.54,,,
Diabetes,1983,Mesa,,96720.76,,,
Diabetes,1983,Mineral,,923.03,,,
Diabetes,1983,Moffat,,15667.51,,,
Diabetes,1983,Montezuma,,19654.54,,,
Diabetes,1983,Montrose,,25588.55,,,
Diabetes,1983,Morgan,,23331.56,,,
Diabetes,1983,Otero,,22336.55,,,
Diabetes,1983,Ouray,,2169.49,,,
Diabetes,1983,Park,,6933.51,,,
Diabetes,1983,Phillips,,4733.45,,,
Diabetes,1983,Pitkin,,10252.54,,,
Diabetes,1983,Prowers,,14149.52,,,
Diabetes,1983,Pueblo,,123479.72,,,
Diabetes,1983,Rio Blanco,,7666.48,,,
Diabetes,1983,Rio Grande,,11418.55,,,
Diabetes,1983,Routt,,13898.53,,,
Diabetes,1983,Saguache,,4479.51,,,
Diabetes,1983,San Juan,,1054.75,,,
Diabetes,1983,San Miguel,,2959.49,,,
Diabetes,1983,Sedgwick,,3204.53,,,
Diabetes,1983,Summit,,10356.65,,,
Diabetes,1983,Teller,,10217.58,,,
Diabetes,1983,Washington,,5615.51,,,
Diabetes,1983,Weld,,127379.7,,,
Diabetes,1983,Yuma,,10078.55,,,
Diabetes,1983,Unknown,,,,,
Diabetes,1984,Colorado,3,3174886.61,0.094491564,0.08403835,0.002480797
Diabetes,1984,Adams,,265816.36,,,
Diabetes,1984,Alamosa,,12973.54,,,
Diabetes,1984,Arapahoe,,367333.49,,,
Diabetes,1984,Archuleta,,5026.51,,,
Diabetes,1984,Baca,,5096.51,,,
Diabetes,1984,Bent,,5883.49,,,
Diabetes,1984,Boulder,,210270.85,,,
Diabetes,1984,Broomfield,,,,,
Diabetes,1984,Chaffee,,12884.52,,,
Diabetes,1984,Cheyenne,,2284.2,,,
Diabetes,1984,Clear Creek,,7792.53,,,
Diabetes,1984,Conejos,,8044.48,,,
Diabetes,1984,Costilla,,3312.56,,,
Diabetes,1984,Crowley,,2938.54,,,
Diabetes,1984,Custer,,1943.48,,,
Diabetes,1984,Delta,,24060.6,,,
Diabetes,1984,Denver,,496718.24,,,
Diabetes,1984,Dolores,,1733.19,,,
Diabetes,1984,Douglas,,36372.57,,,
Diabetes,1984,Eagle,,16816.52,,,
Diabetes,1984,Elbert,,8306.5,,,
Diabetes,1984,El Paso,,354800.01,,,
Diabetes,1984,Fremont,,31341.57,,,
Diabetes,1984,Garfield,,25687.56,,,
Diabetes,1984,Gilpin,,3058.63,,,
Diabetes,1984,Grand,,8940.95,,,
Diabetes,1984,Gunnison,,10464.52,,,
Diabetes,1984,Hinsdale,,625.9,,,
Diabetes,1984,Huerfano,,6684.55,,,
Diabetes,1984,Jackson,,1845.28,,,
Diabetes,1984,Jefferson,,413762.44,,,
Diabetes,1984,Kiowa,,1996.85,,,
Diabetes,1984,Kit Carson,,7857.5,,,
Diabetes,1984,Lake,,7210.24,,,
Diabetes,1984,La Plata,,31117.55,,,
Diabetes,1984,Larimer,,166545.92,,,
Diabetes,1984,Las Animas,,14759.5,,,
Diabetes,1984,Lincoln,,4510.53,,,
Diabetes,1984,Logan,,19427.57,,,
Diabetes,1984,Mesa,,93519.67,,,
Diabetes,1984,Mineral,,912.96,,,
Diabetes,1984,Moffat,,14457.56,,,
Diabetes,1984,Montezuma,,19871.57,,,
Diabetes,1984,Montrose,,24988.54,,,
Diabetes,1984,Morgan,,22872.51,,,
Diabetes,1984,Otero,,21860.58,,,
Diabetes,1984,Ouray,,2252.49,,,
Diabetes,1984,Park,,6792.47,,,
Diabetes,1984,Phillips,,4475.53,,,
Diabetes,1984,Pitkin,,10818.51,,,
Diabetes,1984,Prowers,,14352.54,,,
Diabetes,1984,Pueblo,,122405.65,,,
Diabetes,1984,Rio Blanco,,6986.51,,,
Diabetes,1984,Rio Grande,,11420.5,,,
Diabetes,1984,Routt,,14293.54,,,
Diabetes,1984,Saguache,,4432.5,,,
Diabetes,1984,San Juan,,961.71,,,
Diabetes,1984,San Miguel,,3014.48,,,
Diabetes,1984,Sedgwick,,3240.51,,,
Diabetes,1984,Summit,,12071.4,,,
Diabetes,1984,Teller,,10909.51,,,
Diabetes,1984,Washington,,5576.49,,,
Diabetes,1984,Weld,,129014.7,,,
Diabetes,1984,Yuma,,9980.52,,,
Diabetes,1984,Unknown,,,,,
Diabetes,1985,Colorado,6,3214490.18,0.186654793,0.227406653,0.009430693
Diabetes,1985,Adams,,268810.24,,,
Diabetes,1985,Alamosa,,13056.49,,,
Diabetes,1985,Arapahoe,,381290.31,,,
Diabetes,1985,Archuleta,,5258.5,,,
Diabetes,1985,Baca,,4918.54,,,
Diabetes,1985,Bent,,5744.47,,,
Diabetes,1985,Boulder,,209489.88,,,
Diabetes,1985,Broomfield,,,,,
Diabetes,1985,Chaffee,,12394.58,,,
Diabetes,1985,Cheyenne,,2340.86,,,
Diabetes,1985,Clear Creek,,7981.45,,,
Diabetes,1985,Conejos,,7821.51,,,
Diabetes,1985,Costilla,,3408.55,,,
Diabetes,1985,Crowley,,3042.48,,,
Diabetes,1985,Custer,,2111.5,,,
Diabetes,1985,Delta,,23511.52,,,
Diabetes,1985,Denver,,496477.31,,,
Diabetes,1985,Dolores,,1594.06,,,
Diabetes,1985,Douglas,,40093.59,,,
Diabetes,1985,Eagle,,18074.55,,,
Diabetes,1985,Elbert,,8605.54,,,
Diabetes,1985,El Paso,,368552.9,,,
Diabetes,1985,Fremont,,31411.57,,,
Diabetes,1985,Garfield,,25759.53,,,
Diabetes,1985,Gilpin,,3126.61,,,
Diabetes,1985,Grand,,9259.83,,,
Diabetes,1985,Gunnison,,10435.54,,,
Diabetes,1985,Hinsdale,,517.72,,,
Diabetes,1985,Huerfano,,6854.47,,,
Diabetes,1985,Jackson,,1775.15,,,
Diabetes,1985,Jefferson,,421663.47,,,
Diabetes,1985,Kiowa,,1893.11,,,
Diabetes,1985,Kit Carson,,7592.46,,,
Diabetes,1985,Lake,,6836.01,,,
Diabetes,1985,La Plata,,31438.61,,,
Diabetes,1985,Larimer,,170769.95,,,
Diabetes,1985,Las Animas,,14286.57,,,
Diabetes,1985,Lincoln,,4633.48,,,
Diabetes,1985,Logan,,19108.5,,,
Diabetes,1985,Mesa,,88066.74,,,
Diabetes,1985,Mineral,,881.99,,,
Diabetes,1985,Moffat,,13331.55,,,
Diabetes,1985,Montezuma,,19328.53,,,
Diabetes,1985,Montrose,,24434.56,,,
Diabetes,1985,Morgan,,22476.52,,,
Diabetes,1985,Otero,,21805.57,,,
Diabetes,1985,Ouray,,2175.48,,,
Diabetes,1985,Park,,6646.55,,,
Diabetes,1985,Phillips,,4466.5,,,
Diabetes,1985,Pitkin,,11361.53,,,
Diabetes,1985,Prowers,,14419.5,,,
Diabetes,1985,Pueblo,,121952.68,,,
Diabetes,1985,Rio Blanco,,6635.53,,,
Diabetes,1985,Rio Grande,,11591.55,,,
Diabetes,1985,Routt,,14241.51,,,
Diabetes,1985,Saguache,,4445.47,,,
Diabetes,1985,San Juan,,808.63,,,
Diabetes,1985,San Miguel,,3234.5,,,
Diabetes,1985,Sedgwick,,3036.52,,,
Diabetes,1985,Summit,,12911.14,,,
Diabetes,1985,Teller,,11350.49,,,
Diabetes,1985,Washington,,5441.53,,,
Diabetes,1985,Weld,,130445.69,,,
Diabetes,1985,Yuma,,9898.55,,,
Diabetes,1985,Unknown,,,,,
Diabetes,1986,Colorado,3,3243844.91,0.092482843,0.092411478,0.003176747
Diabetes,1986,Adams,,268689.13,,,
Diabetes,1986,Alamosa,,13381.49,,,
Diabetes,1986,Arapahoe,,387290.27,,,
